Sample,RMSE,MAE,DELTA1
62381,0.11639192735351298,0.025706969746070896,0.9915982484817505
55450,0.16137618735278011,0.04997261562578436,0.9838969111442566
34656,0.24721074426830641,0.12288909637384379,0.9627196788787842
17328,0.3223356072379544,0.19836543524886022,0.9348920583724976
6931,0.38096683326641123,0.25735776435787455,0.9078394770622253
3466,0.40151008902679647,0.2794878538088837,0.8968070149421692
693,0.41542752748163425,0.29604567085161504,0.8888190984725952
