Sample,RMSE,MAE,DELTA1
62381,0.008126974889789161,0.0013533094588571585,0.9999958276748657
55450,0.012636173190286518,0.0029928403754391087,0.9999867677688599
34656,0.0288392558664991,0.011224103124206745,0.9998615384101868
17328,0.05753505104096329,0.029135811483578817,0.9990031123161316
6931,0.10760699817597254,0.0635594201793386,0.9941529035568237
3466,0.15550030552330146,0.09820914684141477,0.9847485423088074
693,0.3119860340751866,0.22066652908207132,0.9218048453330994
