Sample,RMSE,MAE,DELTA1
62381,0.04956179200706157,0.00947409676456575,0.9989316463470459
55450,0.0839326180881566,0.023729634958545343,0.9967983961105347
34656,0.21049840774018333,0.10097756556074622,0.9757876396179199
17328,0.33711191416045083,0.2051651519325692,0.9302553534507751
6931,0.3960314644855691,0.26907337770240686,0.8989481329917908
3466,0.4070456967585382,0.2841721822958013,0.8933161497116089
693,0.41542752748163425,0.29604567085161504,0.8888190984725952
