Sample,RMSE,MAE,DELTA1
62381,0.06519124438268142,0.01389495796240782,0.9984644651412964
55450,0.12818752491441648,0.04031215875018416,0.9942464828491211
34656,0.2911534113286977,0.15108170312740085,0.9628095626831055
17328,0.44375914422933055,0.29042097955154783,0.8991228342056274
6931,0.562492476987156,0.4094277653346102,0.8231776356697083
3466,0.6079908753653595,0.45963180893631944,0.7878543138504028
693,0.6244927551663395,0.4827641068145329,0.775057315826416
