Sample,RMSE,MAE,DELTA1
62381,0.05964859145928498,0.01293856994780886,0.9964832067489624
55450,0.12033196885139974,0.03812813847069772,0.9855483174324036
34656,0.27625333675712604,0.14333819986714785,0.9132651686668396
17328,0.4251787748280489,0.2758023781233288,0.7935938835144043
6931,0.5418589714421083,0.38888762725545484,0.6800668239593506
3466,0.5844356176689509,0.43558073969855304,0.6314683556556702
693,0.5997659427828228,0.45711513360049477,0.6119222044944763
